year,basin_index,class_id,count
1974,11,4,29
1974,11,5,1
1974,12,4,45
1974,12,5,13
1974,13,4,89
1974,13,5,4
1974,14,4,9
1974,15,4,20
1974,16,4,2
1974,16,5,1
1974,17,4,75
1974,17,5,4
1974,18,4,17
1974,18,5,4
1975,0,3,1
1975,0,4,96
1975,0,5,30
1975,1,4,22
1975,1,5,31
1975,2,4,61
1975,2,5,7
1975,4,3,1
1975,4,4,31
1975,4,5,21
1975,5,4,14
1975,5,5,5
1975,6,4,13
1975,6,5,28
1975,7,4,36
1975,7,5,10
1975,8,3,1
1975,8,4,10
1975,8,5,1
1975,9,4,83
1975,9,5,19
1975,10,4,63
1975,10,5,7
1975,11,4,29
1975,11,5,1
1975,12,4,45
1975,12,5,13
1975,13,4,89
1975,13,5,4
1975,14,4,9
1975,15,4,20
1975,16,4,2
1975,16,5,1
1975,17,4,75
1975,17,5,4
1975,18,4,17
1975,18,5,4
1976,0,3,1
1976,0,4,96
1976,0,5,30
1976,1,4,22
1976,1,5,31
1976,2,4,61
1976,2,5,7
1976,4,3,1
1976,4,4,31
1976,4,5,21
1976,5,4,14
1976,5,5,5
1976,6,4,13
1976,6,5,28
1976,7,4,36
1976,7,5,10
1976,8,3,1
1976,8,4,10
1976,8,5,1
1976,9,4,83
1976,9,5,19
1976,10,4,63
1976,10,5,7
1976,11,4,29
1976,11,5,1
1976,12,4,45
1976,12,5,13
1976,13,4,89
1976,13,5,4
1976,14,4,9
1976,15,4,20
1976,16,4,2
1976,16,5,1
1976,17,4,75
1976,17,5,4
1976,18,4,17
1976,18,5,4
1977,0,3,1
1977,0,4,95
1977,0,5,31
1977,1,4,22
1977,1,5,31
1977,2,4,61
1977,2,5,7
1977,4,3,1
1977,4,4,31
1977,4,5,21
1977,5,4,14
1977,5,5,5
1977,6,4,13
1977,6,5,28
1977,7,4,36
1977,7,5,10
1977,8,3,1
1977,8,4,10
1977,8,5,1
1977,9,4,83
1977,9,5,19
1977,10,4,63
1977,10,5,7
1977,11,4,29
1977,11,5,1
1977,12,4,45
1977,12,5,13
1977,13,4,89
1977,13,5,4
1977,14,4,9
1977,15,4,20
1977,16,4,2
1977,16,5,1
1977,17,4,75
1977,17,5,4
1977,18,4,17
1977,18,5,4
1978,0,3,1
1978,0,4,95
1978,0,5,31
1978,1,4,22
